Cluster i: 0
total projects:143
total patterns:86
'(.)'	12,412,757,759,852,961,1087,1221,1511
total projects:2
total patterns:1
'  ([^:]*):  (.*)'	241,1249




Cluster i: 1657
total projects:2
total patterns:1
'[Vv]irtio memory'	1317,1501




Cluster i: 1658
total projects:2
total patterns:1
'_bio\\.cfm\\?id='	109,182




Cluster i: 1659
total projects:2
total patterns:1
'\\<(\\d+)\\>(.*)'	1317,1501




Cluster i: 1660
total projects:2
total patterns:1
'from($|\\s+\\.+)'	305,1505




Cluster i: 1661
total projects:2
total patterns:1
'(\\w+)\\s*\\(\\)'	1054,1198




Cluster i: 1662
total projects:2
total patterns:1
'(\\d)\\.(\\d{4})'	1269,1498




Cluster i: 1663
total projects:2
total patterns:1
'-py(\\d\\.?\\d?)'	1263,1580




Cluster i: 1664
total projects:2
total patterns:1
'\\s*[^\\s]+\\s*='	1007,1172




Cluster i: 1665
total projects:2
total patterns:1
'thread_id=(\\d+)'	1317,1501




Cluster i: 1666
total projects:2
total patterns:1
'<id>([^<]+)</id>'	296,819




Cluster i: 1667
total projects:2
total patterns:1
'tag:.*\\[(.*)\\]'	1004,1262




Cluster i: 1668
total projects:2
total patterns:1
'Fennec/([\\d.]+)'	391,872




Cluster i: 1669
total projects:2
total patterns:1
'LC_ALL.[^\\s]\\s'	1317,1501




Cluster i: 1670
total projects:2
total patterns:1
'^(.+)<(.+)>(.*)$'	103,130




Cluster i: 1671
total projects:2
total patterns:1
'&(#?)(x?)(\\w+);'	175,508




Cluster i: 1672
total projects:2
total patterns:1
'^_[_A-Za-z0-9]*$'	640,662




Cluster i: 1673
total projects:2
total patterns:1
' -[HS]J \\d+;? ?'	109,182




Cluster i: 1674
total projects:2
total patterns:1
'\\d+: (eth\\d+):'	1317,1501




Cluster i: 1675
total projects:2
total patterns:1
'^#format \\w*\\n'	210,253




Cluster i: 1676
total projects:2
total patterns:1
'(const)?\\s*int$'	241,1249




Cluster i: 1677
total projects:2
total patterns:1
'^\\s*(\\w+)\\s*:'	518,787




Cluster i: 1678
total projects:2
total patterns:1
'Target\\s+(\\d+)'	1317,1501




Cluster i: 1679
total projects:2
total patterns:1
'DISK_CHANGE_SIZE'	1317,1501




Cluster i: 1680
total projects:2
total patterns:1
'(\\d+) megabytes'	1223,1420




Cluster i: 1681
total projects:2
total patterns:1
'INPUT *(.*\\.aux)'	308,743




Cluster i: 1682
total projects:2
total patterns:1
'_\\[[Ee](\\d+)\\]'	1269,1498




Cluster i: 1683
total projects:2
total patterns:1
'\\s*(\\d+)  (.*)$'	1506,1510




Cluster i: 1684
total projects:2
total patterns:1
'[Vv]irtio network'	1317,1501




Cluster i: 1685
total projects:2
total patterns:1
'test_file_commit2'	1199,1300




Cluster i: 1686
total projects:2
total patterns:1
'test_file_commit1'	1199,1300




Cluster i: 1687
total projects:2
total patterns:1
'test_file_commit0'	1199,1300




Cluster i: 1688
total projects:2
total patterns:1
'.*gtest_main.*\\n'	1007,1301




Cluster i: 1689
total projects:2
total patterns:1
'^\\s*using fop.*$'	241,1249




Cluster i: 1690
total projects:2
total patterns:1
'^md5=([a-f0-9]+)$'	1263,1290




Cluster i: 1691
total projects:2
total patterns:1
'[\\D]*(\\d+)\\w*$'	109,182




Cluster i: 1692
total projects:2
total patterns:1
'^// Copyright .*$'	241,1249




Cluster i: 1693
total projects:2
total patterns:1
'([0-9]+)_([0-9]+)'	640,662




Cluster i: 1694
total projects:2
total patterns:1
'\\$VersionInfo\\$'	210,253




Cluster i: 1695
total projects:2
total patterns:1
'\\A#!.*python3.*$'	305,1505




Cluster i: 1696
total projects:2
total patterns:1
',[ ]*([-]?\\d+|n)'	1317,1501




Cluster i: 1697
total projects:2
total patterns:1
'glWindowPos.*MESA'	533,1117




Cluster i: 1698
total projects:2
total patterns:1
'\\w+(Class|Iface)'	1054,1198




Cluster i: 1699
total projects:2
total patterns:1
'gl.*Program(s|)NV'	533,1117




Cluster i: 1700
total projects:2
total patterns:1
'Report time: (.*)'	241,1249




Cluster i: 1701
total projects:2
total patterns:1
'^\\s*@([a-zA-Z]+)'	1025,1322




Cluster i: 1702
total projects:2
total patterns:1
'ERROR TODO WORKED'	1015,1032




Cluster i: 1703
total projects:2
total patterns:1
' *"(.*)" *<.*@.*>'	353,360




Cluster i: 1704
total projects:2
total patterns:1
'^[A-Z][A-Z_0-9]*$'	516,529




Cluster i: 1705
total projects:2
total patterns:1
'(.*): reinstated$'	492,1364




Cluster i: 1706
total projects:2
total patterns:1
'^([^/]+)/([^/]+)$'	1004,1495




Cluster i: 1707
total projects:2
total patterns:1
'(fe80::[^\\s|/]*)'	1317,1501




Cluster i: 1708
total projects:2
total patterns:1
'\\(live[^\\)]*\\)'	110,1431




Cluster i: 1709
total projects:2
total patterns:1
'(\\S*)\\s*RHEL\\s'	1317,1501




Cluster i: 1710
total projects:2
total patterns:1
'(const)?\\s*long$'	241,1249




Cluster i: 1711
total projects:2
total patterns:1
'call.*mount.*first'	1317,1501




Cluster i: 1712
total projects:2
total patterns:1
'[A-Z0-9$-_.]{3,20}'	728,1416




Cluster i: 1713
total projects:2
total patterns:1
'^(Q|QQ)\\<(.+)\\>$'	518,787




Cluster i: 1714
total projects:2
total patterns:1
'[vhs]d[a-z]*[\\d]+'	1317,1501




Cluster i: 1715
total projects:2
total patterns:1
'[&?]torrent($|=|&)'	1223,1420




Cluster i: 1716
total projects:2
total patterns:1
'.*[^.]\\.\\.[^.].*'	958,1308




Cluster i: 1717
total projects:2
total patterns:1
'url\\(([^\\)]+)\\)'	568,1144




Cluster i: 1718
total projects:2
total patterns:1
'HTTP/(\\d+).(\\d+)'	728,1416




Cluster i: 1719
total projects:2
total patterns:1
'AbstractBadgeImpl$'	296,819




Cluster i: 1720
total projects:2
total patterns:1
'^(.*[/#])([^/#]+)$'	210,253




Cluster i: 1721
total projects:2
total patterns:1
'^\\./site-packages'	147,181




Cluster i: 1722
total projects:2
total patterns:1
'Components\\.utils'	247,1007




Cluster i: 1723
total projects:2
total patterns:1
'^\\d{10}[\\.\\d]+$'	568,1144




Cluster i: 1724
total projects:2
total patterns:1
'^(.*)\\*(\\d+)\\*$'	296,819




Cluster i: 1725
total projects:2
total patterns:1
'[&?]logging($|=|&)'	1223,1420




Cluster i: 1726
total projects:2
total patterns:1
'(<!DOCTYPE[^]]*]>)'	210,253




Cluster i: 1727
total projects:2
total patterns:1
'^You have \\d+ new'	296,819




Cluster i: 1728
total projects:2
total patterns:1
'Skipping \\d+ byte'	1025,1326




Cluster i: 1729
total projects:2
total patterns:1
'^[0-9A-Za-z-_. ]+$'	1223,1420




Cluster i: 1730
total projects:2
total patterns:1
'["\'](.+-div)[\'"]'	757,1087




Cluster i: 1731
total projects:2
total patterns:1
'Revision: ([0-9]+)'	356,531




Cluster i: 1732
total projects:2
total patterns:1
'.* FAILED TESTS\\n'	1007,1301




Cluster i: 1733
total projects:2
total patterns:1
'(const)?\\s*float$'	241,1249




Cluster i: 1734
total projects:2
total patterns:1
'#[ \\t]*doctest:.*'	757,1087




Cluster i: 1735
total projects:2
total patterns:1
'[&?]location($|=|&)'	1223,1420




Cluster i: 1736
total projects:2
total patterns:1
'(.*) ([(][^()]*[)])'	251,1087




Cluster i: 1737
total projects:2
total patterns:1
'bill=SB|SCR|SJR\\d+'	109,182




Cluster i: 1738
total projects:2
total patterns:1
'(>(\\s*>)+)(,|\\n$)'	241,1249




Cluster i: 1739
total projects:2
total patterns:1
'^[aeiouy][^aeiouy]$'	866,1184




Cluster i: 1740
total projects:2
total patterns:1
'\\-|\\s|T|t|:|\\.|Z'	171,1381




Cluster i: 1741
total projects:2
total patterns:1
'\\s-drive\\s[^\\s]+'	1317,1501




Cluster i: 1742
total projects:2
total patterns:1
'([a-zA-Z]):\\\\(.*)'	1246,1540




Cluster i: 1743
total projects:2
total patterns:1
'^(Win|PPC Mac OS X)'	391,872




Cluster i: 1744
total projects:2
total patterns:1
'No bootable device.'	1317,1501




Cluster i: 1745
total projects:2
total patterns:1
'[&?]versions($|=|&)'	1223,1420




Cluster i: 1746
total projects:2
total patterns:1
'interface[ \t]+\\w+'	498,1495




Cluster i: 1747
total projects:2
total patterns:1
'# Fadvise: ([\\w]+)'	1116,1141




Cluster i: 1748
total projects:2
total patterns:1
'^(.*)\\|(-?[0-9]+)$'	1004,1495




Cluster i: 1749
total projects:2
total patterns:1
'@\\w+( [^{}:\n]+)?:'	757,1087




Cluster i: 1750
total projects:2
total patterns:1
'^\\[([^]]+)\\](.*)$'	296,819




Cluster i: 1751
total projects:2
total patterns:1
'varchar\\((\\d+)\\)'	422,1644




Cluster i: 1752
total projects:2
total patterns:1
'\\n(.+\\S+)\\ +\\S+'	1317,1501




Cluster i: 1753
total projects:2
total patterns:1
'Files:\\n(  .+\\n)+'	1263,1290




Cluster i: 1754
total projects:2
total patterns:1
'doctype\\s+: (\\w+)'	391,872




Cluster i: 1755
total projects:2
total patterns:1
'(const)?\\s*double$'	241,1249




Cluster i: 1756
total projects:2
total patterns:1
'^[-+]?([0][0-7,]*)$'	171,1381




Cluster i: 1757
total projects:2
total patterns:1
'projects/([^/]+)/?$'	354,379




Cluster i: 1758
total projects:2
total patterns:1
'[A-Z_][a-zA-Z0-9]+$'	640,662




Cluster i: 1759
total projects:2
total patterns:1
'^dmd-(\\d+)-(\\d+).'	1010,1014




Cluster i: 1760
total projects:2
total patterns:1
'^template\\s*<\\s*$'	241,1249




Cluster i: 1761
total projects:2
total patterns:1
'\\s+([a-zA-Z]+)\\s+'	498,1495




Cluster i: 1762
total projects:2
total patterns:1
'<WSSID>(.+)</WSSID>'	147,181




Cluster i: 1763
total projects:2
total patterns:1
'from django.*import'	296,819




Cluster i: 1764
total projects:2
total patterns:1
'\\s*modtime:\\s*(.*)'	241,1249




Cluster i: 1765
total projects:2
total patterns:1
'([^[]+)\\[([^]]+)\\]'	171,1381




Cluster i: 1766
total projects:2
total patterns:1
'<([^:]+:[^\\s"<>]+)>'	55,908




Cluster i: 1767
total projects:2
total patterns:1
'^/(usr/|)(bin|sbin)/'	492,1364




Cluster i: 1768
total projects:2
total patterns:1
'resource out of date'	1199,1300




Cluster i: 1769
total projects:2
total patterns:1
'\\[.*\\d+ tests.*\\n'	1007,1301




Cluster i: 1770
total projects:2
total patterns:1
'^\\s*\n+\\s*\n+\\s*$'	558,1326




Cluster i: 1771
total projects:2
total patterns:1
'.*\\.(gz|xz|7z|bz2)$'	1317,1501




Cluster i: 1772
total projects:2
total patterns:1
'^\\s*(>>>|...) (.*)$'	339,1247




Cluster i: 1773
total projects:2
total patterns:1
'/(developers/)?apps/'	391,872




Cluster i: 1774
total projects:2
total patterns:1
'\\s+([a-z0-9-]+)\\s+'	1317,1501




Cluster i: 1775
total projects:2
total patterns:1
'[filesystem|fs] type'	1317,1501




Cluster i: 1776
total projects:2
total patterns:1
'((^|\\n)\\s*\\d+)\\.'	757,1087




Cluster i: 1777
total projects:2
total patterns:1
'Components\\.classes'	247,1007




Cluster i: 1778
total projects:2
total patterns:1
'Subversion Revision:'	1199,1300




Cluster i: 1779
total projects:2
total patterns:1
'\\s*-\\s*at\\s*-\\s*'	241,1249




Cluster i: 1780
total projects:2
total patterns:1
'\\d{2}/\\d{2}/\\d{4}'	109,182




Cluster i: 1781
total projects:2
total patterns:1
'(^|\\\\n)([^\\\\]*)$'	1248,1488




Cluster i: 1782
total projects:2
total patterns:1
'pages_to_scan:(\\d+)'	1317,1501




Cluster i: 1783
total projects:2
total patterns:1
'(\\d{1,3}\\.\\d{2})%'	440,542




Cluster i: 1784
total projects:2
total patterns:1
'by ([^;(\n]+;?|\\w+)'	109,182




Cluster i: 1785
total projects:2
total patterns:1
'Components\\.manager'	247,1007




Cluster i: 1786
total projects:2
total patterns:1
'^\\s*using boostbook'	241,1249




Cluster i: 1787
total projects:2
total patterns:1
'[0-9]+\\s+[+-][0-9]+'	103,130




Cluster i: 1788
total projects:2
total patterns:1
'^(.*)\\s*<(.*)>\\s*$'	103,130




Cluster i: 1789
total projects:2
total patterns:1
'.*_?column_(\\d+)_.+'	1415,1580




Cluster i: 1790
total projects:2
total patterns:1
'^(.+)&sig=(\\w{32})$'	147,181




Cluster i: 1791
total projects:2
total patterns:1
'KAthJax-[0-9a-f]{32}'	366,486




Cluster i: 1792
total projects:2
total patterns:1
'<graphic.*passwd=.*>'	1317,1501




Cluster i: 1793
total projects:2
total patterns:1
'\\d{4}-\\d{2}-\\d{2}'	1025,1326




Cluster i: 1794
total projects:2
total patterns:1
'^[-+]?[a-zA-Z0-9_]+$'	391,872




Cluster i: 1795
total projects:2
total patterns:1
'Components\\.results'	247,1007




Cluster i: 1796
total projects:2
total patterns:1
'\\s*\\[auto-props\\]'	1007,1172




Cluster i: 1797
total projects:2
total patterns:1
'CPU Affinity: +[-y]+'	1317,1501




Cluster i: 1798
total projects:2
total patterns:1
'@@VERSION>(.*)@@(.*)'	503,656




Cluster i: 1799
total projects:2
total patterns:1
'^\\s*#\\s*([0-9]+).*'	332,689




Cluster i: 1800
total projects:2
total patterns:1
'commit [\\da-f]{40}$'	103,130




Cluster i: 1801
total projects:2
total patterns:1
'^Working file: (.*)$'	12,1087




Cluster i: 1802
total projects:2
total patterns:1
'"(.*)"(\\s*\\[.*\\])'	1451,1480




Cluster i: 1803
total projects:2
total patterns:1
'HTTP/1.[0-9]+ 200 OK'	1087,1580




Cluster i: 1804
total projects:2
total patterns:1
'^\\s*(\\w|\\d)+\\s*$'	241,1249




Cluster i: 1805
total projects:2
total patterns:1
'[a-zA-Z0-9]+\\.[0-9]+'	171,1381




Cluster i: 1806
total projects:2
total patterns:1
'[&?]versioning($|=|&)'	1223,1420




Cluster i: 1807
total projects:2
total patterns:1
'\\s*#*\\s*pylint:(.*)'	640,662




Cluster i: 1808
total projects:2
total patterns:1
'(^[a-zA-Z]+)([0-9]+)$'	518,787




Cluster i: 1809
total projects:2
total patterns:1
'\\t(\\S*)\\s+(\\S*.*)'	533,1117




Cluster i: 1810
total projects:2
total patterns:1
'.*\\?.*token=(.*)(&?)'	147,181




Cluster i: 1811
total projects:2
total patterns:1
'\\w+@(\\w+)(\\.\\w+)*'	757,1087




Cluster i: 1812
total projects:2
total patterns:1
'^(.*)\\.(diff|patch)$'	103,130




Cluster i: 1813
total projects:2
total patterns:1
'x86\\s+\\[?(\\w+)\\]?'	1317,1501




Cluster i: 1814
total projects:2
total patterns:1
'^(PPC|Intel) Mac OS X'	391,872




Cluster i: 1815
total projects:2
total patterns:1
'^\\s*using doxygen.*$'	241,1249




Cluster i: 1816
total projects:2
total patterns:1
'glGetVertexAttribfvNV'	533,1117




Cluster i: 1817
total projects:2
total patterns:1
'/dev/disk([0-9]+)[^s]'	1246,1540




Cluster i: 1818
total projects:2
total patterns:1
':( *\n     \\|\n)\x02'	757,1087




Cluster i: 1819
total projects:2
total patterns:1
'Components\\.[a-zA-Z]'	247,1007




Cluster i: 1820
total projects:2
total patterns:1
'In the (House|Senate)'	109,182




Cluster i: 1821
total projects:2
total patterns:1
'(.*): mark as failed$'	492,1364




Cluster i: 1822
total projects:2
total patterns:1
'refs/(heads|remotes)/'	103,130




Cluster i: 1823
total projects:2
total patterns:1
'Capacity:\\s+(\\S+.*)'	1317,1501




Cluster i: 1824
total projects:2
total patterns:1
'mac=00:00:00:00:00:00'	1317,1501




Cluster i: 1825
total projects:2
total patterns:1
'[\\.\\-_ ]?[Ee](\\d+)'	1269,1498




Cluster i: 1826
total projects:2
total patterns:1
'.*lib2to3.*\\.pickle$'	1580,1594




Cluster i: 1827
total projects:2
total patterns:1
'^(Y|X|A|N) ([\\S ]+)$'	109,182




Cluster i: 1828
total projects:2
total patterns:1
'  (\\S+) \\((\\d+)\\)'	241,1249




Cluster i: 1829
total projects:2
total patterns:1
'^(\\w+)\\s*=\\s*(.+)$'	173,369




Cluster i: 1830
total projects:2
total patterns:1
'\\n[\\t ]*\\n[\\t ]*$'	602,747




Cluster i: 1831
total projects:2
total patterns:1
'^(FF|GF)\\((\\d+)\\)$'	518,787




Cluster i: 1832
total projects:2
total patterns:1
'\\$?(\\d+):\\$?(\\d+)'	55,729




Cluster i: 1833
total projects:2
total patterns:1
'(\\w+)(\\.|:)\\s*(.*)'	1248,1488




Cluster i: 1834
total projects:2
total patterns:1
'^(\\S+)\\s+\\D*(\\d+)'	1010,1014




Cluster i: 1835
total projects:2
total patterns:1
'ErrorReturnCode_(\\d+)'	663,1387




Cluster i: 1836
total projects:2
total patterns:1
'G_CONST_RETURN |const '	1054,1198




Cluster i: 1837
total projects:2
total patterns:1
'__metrics(.*)__metrics'	1015,1032




Cluster i: 1838
total projects:2
total patterns:1
'\\(used in test .+\\) '	1007,1301




Cluster i: 1839
total projects:2
total patterns:1
'[\x02\x1f\x16\x0f\x03]'	1269,1498




Cluster i: 1840
total projects:2
total patterns:1
'^@(\\S+)\\s*:(.*\\n?)$'	1054,1198




Cluster i: 1841
total projects:2
total patterns:1
'\\(CVS\\) ([\\d\\.]+) '	1015,1032




Cluster i: 1842
total projects:2
total patterns:1
'call\\slaunch\\sbefore'	1317,1501




Cluster i: 1843
total projects:2
total patterns:1
':([a-zA-Z_\\-]+):(.*)$'	332,689




Cluster i: 1844
total projects:2
total patterns:1
'/cygdrive/([a-z])/(.*)'	1246,1540




Cluster i: 1845
total projects:2
total patterns:1
'<[a-zA-Z][a-zA-Z0-9]*/'	413,1076




Cluster i: 1846
total projects:2
total patterns:1
'--\\d{4}-\\d{2}-\\d{2}'	1025,1326




Cluster i: 1847
total projects:2
total patterns:1
'^\\s*(\n\r|\r\n|\r|\n)'	173,369




Cluster i: 1848
total projects:2
total patterns:1
'^\\s*using xsltproc.*$'	241,1249




Cluster i: 1849
total projects:2
total patterns:1
'^([a-zA-Z0-9_]+):( |$)'	116,124




Cluster i: 1850
total projects:2
total patterns:1
'Available subcommands:'	1004,1262




Cluster i: 1851
total projects:2
total patterns:1
'# Iterations: ([0-9]+)'	1116,1141




Cluster i: 1852
total projects:2
total patterns:1
'^[-+]?0x[0-9a-fA-F,]+$'	171,1381




Cluster i: 1853
total projects:2
total patterns:1
"^\\d* *([\\w.,'\\s]+)$"	109,182




Cluster i: 1854
total projects:2
total patterns:1
"download_url:'([^']+)'"	386,1181




Cluster i: 1855
total projects:2
total patterns:1
'^(\\w+)\\s*:\\s+(\\d+)'	1317,1501




Cluster i: 1856
total projects:2
total patterns:1
'repo\\=[\\:\\w\\d\\/]*'	1317,1501




Cluster i: 1857
total projects:2
total patterns:1
'(Saving to:|\\s*\\d+K)'	1025,1326




Cluster i: 1858
total projects:2
total patterns:1
'disk size:\\s+(\\S+.*)'	1317,1501




Cluster i: 1859
total projects:2
total patterns:1
'\\\\([.(){}[\\]"\\\\])'	440,542




Cluster i: 1860
total projects:2
total patterns:1
'.*-sdk ([a-zA-Z0-9.]*)'	0,1580




Cluster i: 1861
total projects:2
total patterns:1
'file format:\\s+(\\S+)'	1317,1501




Cluster i: 1862
total projects:2
total patterns:1
'/plugin-container\\s*$'	1010,1014




Cluster i: 1863
total projects:2
total patterns:1
'[a-z_][a-z0-9_]{2,30}$'	640,662




Cluster i: 1864
total projects:2
total patterns:1
'clocksource=[a-z\\- ]+'	1317,1501




Cluster i: 1865
total projects:2
total patterns:1
'(vmlinu[xz]|kernel.img)'	171,1381




Cluster i: 1866
total projects:2
total patterns:1
'(Read-only)|(protected)'	1317,1501




Cluster i: 1867
total projects:2
total patterns:1
'^[a-z][a-z0-9_$()+-/]*$'	1068,1070




Cluster i: 1868
total projects:2
total patterns:1
'\\\\\\?([^\\.]+)\\.(.*)'	1248,1488




Cluster i: 1869
total projects:2
total patterns:1
'^\\s*(#|//[^/]|////).*$'	241,1249




Cluster i: 1870
total projects:2
total patterns:1
'Interim result: *(\\S+)'	1317,1501




Cluster i: 1871
total projects:2
total patterns:1
'[^%]+%[^.]+[.](compile)'	241,1249




Cluster i: 1872
total projects:2
total patterns:1
'^(Z|ZZ|Q|QQ)\\[(.+)\\]$'	518,787




Cluster i: 1873
total projects:2
total patterns:1
'Components\\.interfaces'	247,1007




Cluster i: 1874
total projects:2
total patterns:1
'^([A-Za-z ]+):\\s+(.+)$'	1506,1510




Cluster i: 1875
total projects:2
total patterns:1
'(<\\?xml version.*\\?>)'	210,253




Cluster i: 1876
total projects:2
total patterns:1
'Disk*.(\\d+)\\s+Offline'	1317,1501




Cluster i: 1877
total projects:2
total patterns:1
'[/*?]|\\[[^]]*/[^]]*\\]'	737,1315




Cluster i: 1878
total projects:2
total patterns:1
'#define\\sSET_(\\S*)\\('	533,1117




Cluster i: 1879
total projects:2
total patterns:1
'test_(.+)\\.[json|yaml]'	811,821




Cluster i: 1880
total projects:2
total patterns:1
'dot version ([\\d\\.]+)'	757,1087




Cluster i: 1881
total projects:2
total patterns:1
'^[-+]?(0|[1-9][0-9,]*)$'	171,1381




Cluster i: 1882
total projects:2
total patterns:1
'(.+)_(\\d+)_(\\d+)_(.+)'	1263,1580




Cluster i: 1883
total projects:2
total patterns:1
'clocksource=[a-z \\-_]+'	1317,1501




Cluster i: 1884
total projects:2
total patterns:1
'\\(used in test (.+)\\)'	1007,1301




Cluster i: 1885
total projects:2
total patterns:1
'Allocation:\\s+(\\S+.*)'	1317,1501




Cluster i: 1886
total projects:2
total patterns:1
'<Timeout>(.+)</Timeout>'	147,181




Cluster i: 1887
total projects:2
total patterns:1
'([a-zA-Z]+)([A-Z][a-z])'	747,1580




Cluster i: 1888
total projects:2
total patterns:1
'^(Z|ZZ|Q|QQ)\\((.+)\\)$'	518,787




Cluster i: 1889
total projects:2
total patterns:1
'.*[/\\\\]bin[.]v2[/\\\\]'	241,1249




Cluster i: 1890
total projects:2
total patterns:1
'# Command: [/\\w_]+ (.*)'	1116,1141




Cluster i: 1891
total projects:2
total patterns:1
'^\\s+color:\\s*#4D926F;$'	1021,1468




Cluster i: 1892
total projects:2
total patterns:1
'_:([A-Za-z][A-Za-z0-9]*)'	55,908




Cluster i: 1893
total projects:2
total patterns:1
"([\\w\\-\\.]+)='([^']+)'"	640,662




Cluster i: 1894
total projects:2
total patterns:1
'Last Changed Rev: (\\d+)'	1246,1540




Cluster i: 1895
total projects:2
total patterns:1
'^(\\d+)L?:|^\\((\\d+)L?,'	1415,1580




Cluster i: 1896
total projects:2
total patterns:1
'\\[tag:\\s*([\\S]+)\\s*]'	296,819




Cluster i: 1897
total projects:2
total patterns:1
'.*lib(n?cursesw?)\\.so.*'	1087,1580




Cluster i: 1898
total projects:2
total patterns:1
'(https?://|git://)github'	295,1496




Cluster i: 1899
total projects:2
total patterns:1
'\\d+(\\.)?\\d*[eE]-?\\d+'	518,787




Cluster i: 1900
total projects:2
total patterns:1
'\\d+ failur.*\\d+ librar'	241,1249




Cluster i: 1901
total projects:2
total patterns:1
'<([^/!][^>]*[^/])>\\s+</'	558,1326




Cluster i: 1902
total projects:2
total patterns:1
'.*6300ESB Watchdog Timer'	1317,1501




Cluster i: 1903
total projects:2
total patterns:1
'rel=[\\\'"](\\w+)[\\\'"]'	747,971




Cluster i: 1904
total projects:2
total patterns:1
'vendor_id\\s+:\\s+(\\w+)'	1317,1501




Cluster i: 1905
total projects:2
total patterns:1
"[\\']([a-zA-Z0-9]+)[\\']"	1317,1501




Cluster i: 1906
total projects:2
total patterns:1
"__([a-z]+)__ = '([^']+)'"	429,1582




Cluster i: 1907
total projects:2
total patterns:1
'^modules\\/(\\w+)\\/(.*)$'	296,819




Cluster i: 1908
total projects:2
total patterns:1
'(const)?\\s*char\\s*\\*?$'	241,1249




Cluster i: 1909
total projects:2
total patterns:1
'MemTotal:\\s+(\\d+)\\s+kB'	1317,1501




Cluster i: 1910
total projects:2
total patterns:1
'\\[\\d+ depth=(-?\\d+)\\]'	251,1111




Cluster i: 1911
total projects:2
total patterns:1
'\\s+([A-Z])\\s+.*CDFS.*\n'	1317,1501




Cluster i: 1912
total projects:2
total patterns:1
'QEMU_AUDIO_DRV.[^\\s]+\\s'	1317,1501




Cluster i: 1913
total projects:2
total patterns:1
'virtual size:\\s+(\\S+.*)'	1317,1501




Cluster i: 1914
total projects:2
total patterns:1
'^[ \t]*[Xv!_][Xv!_ \t]*\n'	12,1087




Cluster i: 1915
total projects:2
total patterns:1
'^(Win|Linux|PPC Mac OS X)'	391,872




Cluster i: 1916
total projects:2
total patterns:1
'^(}|struct\\s+\\w+);\\s*$'	241,1249




Cluster i: 1917
total projects:2
total patterns:1
':([a-zA-Z][a-zA-Z0-9_-]*)'	1246,1540




Cluster i: 1918
total projects:2
total patterns:1
'^(\\d+\\.\\d+)\\.\\d+(.*)'	531,832




Cluster i: 1919
total projects:2
total patterns:1
'(<\\w+ object at )0x\\w+>'	757,1087




Cluster i: 1920
total projects:2
total patterns:1
'http://([^/]+)(/\\S*)\\s*'	498,1495




Cluster i: 1921
total projects:2
total patterns:1
'(/[a-zA-Z][a-zA-Z0-9]*)+$'	1004,1495




Cluster i: 1922
total projects:2
total patterns:1
'[&?]requestPayment($|=|&)'	1223,1420




Cluster i: 1923
total projects:2
total patterns:1
'^\\$\\w+:\\s+(.*)\\s+\\$$'	241,1249




Cluster i: 1924
total projects:2
total patterns:1
'%G|\\[m|\\[[\\d;]+[HJnrm]'	1317,1501




Cluster i: 1925
total projects:2
total patterns:1
'\\S+\\s\\((\\d+)\\s\\S+\\)'	1317,1501




Cluster i: 1926
total projects:2
total patterns:1
'\n.*cloud-stack-version=.*'	779,1407




Cluster i: 1927
total projects:2
total patterns:1
'^ephemeral(\\d|[1-9]\\d+)$'	1223,1420




Cluster i: 1928
